ID	YourLanguageWord	YourLanguageExplanation	LanguageYouLearnWord	LanguageYouLearnPronunciation	LanguageYouLearnExplanation	Tags
388aa3b1-2e98-beb9-ea9d-c4fb08e9ee8e	изоляция	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">изоляция</div><div class="line_2">['insulation', 'isolation', 'seal', 'segregation', 'seclusion', 'sequestration']</div><div class="line_1">изоляционный материал</div><div class="line_2">['insulation', 'insulator']</div></div>	insulation	ˌinsəˈlāSH(ə)n	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">the action of insulating something.</div><div class="line_2">keep your home warmer through insulation</div></div>	
3a092494-1e72-4bfa-f50f-8ac8bdfefa5f	врожденный	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">врожденный</div><div class="line_2">['congenital', 'innate', 'inherent', 'inborn', 'natural', 'native']</div><div class="line_1">прирожденный</div><div class="line_2">['inborn', 'born', 'congenital', 'native', 'inherent', 'inbred']</div><div class="line_1">конгенитальный</div><div class="line_2">['congenital']</div></div>	congenital	kənˈjenədl	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">(of a disease or physical abnormality) present from birth.</div><div class="line_2">a congenital malformation of the heart</div></div>	
3b9900dc-80ef-c5df-a95d-087172021224	крамольный	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">мятежный</div><div class="line_2">['rebellious', 'rebel', 'mutinous', 'insurgent', 'seditious', 'riotous']</div><div class="line_1">бунтарский</div><div class="line_2">['rebellious', 'seditious']</div></div>	seditious	səˈdiSHəs	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">inciting or causing people to rebel against the authority of a state or monarch.</div><div class="line_2">the letter was declared seditious</div></div>	
3c259cf0-39b5-d628-7d01-667139f8cba1	лежа на спине	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">бездеятельный</div><div class="line_2">['inactive', 'supine', 'passive', 'inoperative', 'sluggish', 'vacuous']</div><div class="line_1">ленивый</div><div class="line_2">['lazy', 'indolent', 'slothful', 'idle', 'sluggish', 'supine']</div><div class="line_1">вялый</div><div class="line_2">['sluggish', 'slack', 'flaccid', 'languid', 'listless', 'supine']</div><div class="speechpart">Имя Существительное</div><div class="line_1">супин</div><div class="line_2">['supine']</div></div>	supine	ˈso͞oˌpīn	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">(of a person) lying face upward.</div><div class="line_1">failing to act or protest as a result of moral weakness or indolence.</div><div class="line_2">they remained supine in the face of terrible wrongdoing</div><div class="speechpart">Имя Существительное</div><div class="line_1">a Latin verbal noun used only in the accusative and ablative cases, especially to denote purpose (e.g., dictu in mirabile dictu “wonderful to relate”).</div></div>	
3c3606a1-d9eb-a1f5-73d6-a967ad25db9e	бессистемный	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">отрывочный</div><div class="line_2">['sketchy', 'fragmentary', 'desultory', 'snippy', 'snatchy', 'touch-and-go']</div><div class="line_1">несвязный</div><div class="line_2">['incoherent', 'disjointed', 'desultory', 'inconsequential']</div><div class="line_1">несистематический</div><div class="line_2">['desultory', 'facultative']</div></div>	desultory	ˈdesəlˌtôrē	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">lacking a plan, purpose, or enthusiasm.</div><div class="line_2">a few people were left, dancing in a desultory fashion</div></div>	
3c952a70-2b1e-71e5-cec4-fdea6e70c986	скакательные суставы	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">заклад</div><div class="line_2">['mortgage', 'pawn', 'hock', 'pledge', 'stake', 'soak']</div><div class="line_1">поджилки</div><div class="line_2">['hamstring', 'hock', 'hough']</div><div class="line_1">рейнвейн</div><div class="line_2">['Rhine wine', 'hock', 'Rhenish']</div><div class="speechpart">Глагол</div><div class="line_1">закладывать</div><div class="line_2">['pledge', 'mortgage', 'pawn', 'lay down', 'found', 'hock']</div><div class="line_1">подрезать поджилки</div><div class="line_2">['hamstring', 'hough', 'hock']</div></div>	hocks	häk	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">the joint in a quadruped's hind leg between the knee and the fetlock, the angle of which points backward.</div><div class="line_1">a knuckle of meat, especially of pork or ham.</div><div class="speechpart">Глагол</div><div class="line_1">another term for pawn2.</div></div>	
3d449e76-63b7-8ff1-55e3-25fe36d21d8f	чопорный	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">ханжеский</div><div class="line_2">['sanctimonious', 'hypocritical', 'goody', 'prudish', 'pious', 'sanctified']</div><div class="line_1">не в меру стыдливый</div><div class="line_2">['prudish']</div><div class="line_1">не в меру щепетильный</div><div class="line_2">['prudish']</div></div>	prudish	ˈpro͞odiSH	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">having or revealing a tendency to be easily shocked by matters relating to sex or nudity; excessively concerned with sexual propriety.</div><div class="line_2">the prudish moral climate of the late 19th century</div></div>	
3ded9302-33fd-c75a-001f-fb125963495b	испуг	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">ужас</div><div class="line_2">['horror', 'terror', 'consternation', 'nightmare', 'atrocity', 'recoil']</div><div class="line_1">испуг</div><div class="line_2">['fright', 'consternation', 'funk', 'dismay', 'startle', 'jitters']</div><div class="line_1">оцепенение</div><div class="line_2">['consternation', 'stupor', 'torpor', 'catalepsy', 'stupefaction', 'torpidity']</div></div>	consternation	ˌkänstərˈnāSH(ə)n	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">feelings of anxiety or dismay, typically at something unexpected.</div><div class="line_2">I always welcomed clover, much to the consternation of the neighbors</div></div>	
3ebf6cbf-7210-f6d2-9483-1cd1b2c13455	лесть	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">лесть</div><div class="line_2">['flattery', 'adulation', 'sycophancy', 'cajolery', 'palaver', 'taffy']</div><div class="line_1">низкопоклонство</div><div class="line_2">['adulation', 'cringing', 'sycophancy', 'obsequiousness', 'grovel', 'toad-eating']</div><div class="line_1">подхалимство</div><div class="line_2">['subservience', 'adulation']</div></div>	adulation	ˌajəˈlāSH(ə)n	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">obsequious flattery; excessive admiration or praise.</div><div class="line_2">he found it difficult to cope with the adulation of the fans</div></div>	
3f43da3b-9286-3a4a-22a2-0f092b51f2a4	вязкий	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">вязкий</div><div class="line_2">['viscous', 'ductile', 'tough', 'viscid', 'pasty', 'slimy']</div><div class="line_1">тягучий</div><div class="line_2">['viscous', 'stringy', 'ductile', 'ropy', 'malleable', 'viscid']</div><div class="line_1">густой</div><div class="line_2">['thick', 'dense', 'bushy', 'heavy', 'rich', 'viscous']</div></div>	viscous	ˈviskəs	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">having a thick, sticky consistency between solid and liquid; having a high viscosity.</div><div class="line_2">viscous lava</div></div>	
3ff2f3ae-67f0-0532-780d-bebc7f595420	пустой	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">пустой</div><div class="line_2">['empty', 'blank', 'vacant', 'unoccupied', 'idle', 'vacuous']</div><div class="line_1">праздный</div><div class="line_2">['idle', 'indolent', 'vacuous', 'leisured', 'easeful', 'otiose']</div><div class="line_1">бездеятельный</div><div class="line_2">['inactive', 'supine', 'passive', 'inoperative', 'sluggish', 'vacuous']</div></div>	vacuous	ˈvakyo͞oəs	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">having or showing a lack of thought or intelligence; mindless.</div><div class="line_2">a vacuous smile</div></div>	
421c47fa-6d16-f3d6-5298-3b485eada4b8	доверчивость	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">доверчивость</div><div class="line_2">['credulity', 'trustfulness', 'gullibility', 'credulousness']</div><div class="line_1">легковерие</div><div class="line_2">['credulity', 'easiness']</div></div>	credulity	krəˈd(y)o͞olədē	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">a tendency to be too ready to believe that something is real or true.</div><div class="line_2">moneylenders prey upon their credulity and inexperience</div></div>	
42cfe5d5-a56f-99eb-542f-30ed92d56334	донкихотский	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">донкихотский</div><div class="line_2">['quixotic']</div></div>	quixotic	kwikˈsädik	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">exceedingly idealistic; unrealistic and impractical.</div><div class="line_2">a vast and perhaps quixotic project</div></div>	
43c53401-afea-47bd-96cc-c15c2e2f7388	беззаконие	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">беззаконие</div><div class="line_2">['iniquity', 'lawlessness', 'outrage', 'anomie', 'anomy']</div><div class="line_1">несправедливость</div><div class="line_2">['injustice', 'wrong', 'inequity', 'iniquity', 'breach of justice']</div><div class="line_1">зло</div><div class="line_2">['evil', 'harm', 'wrong', 'mischief', 'ill', 'iniquity']</div></div>	iniquity	iˈnikwədē	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">immoral or grossly unfair behavior.</div><div class="line_2">a den of iniquity</div></div>	
4478364b-d947-8a61-8ed2-be9154fd2ead	скудный	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">скудный</div><div class="line_2">['scarce', 'meager', 'scanty', 'scant', 'lean', 'poor']</div><div class="line_1">мизерный</div><div class="line_2">['scanty', 'meager', 'meagre']</div><div class="line_1">бедный</div><div class="line_2">['poor', 'lean', 'penniless', 'meager', 'humble', 'indigent']</div></div>	meagre	ˈmēɡər	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">(of something provided or available) lacking in quantity or quality.</div><div class="line_2">they were forced to supplement their meager earnings</div></div>	
44f8cff2-1e89-8b1a-a52d-7318684d4b6d	разъяснять	<div class="synonyms"><div class="speechpart">Глагол</div><div class="line_1">излагать</div><div class="line_2">['set out', 'pose', 'set forth', 'state', 'expound', 'put']</div><div class="line_1">разъяснять</div><div class="line_2">['explain', 'expound', 'elucidate', 'illuminate', 'irradiate']</div><div class="line_1">толковать</div><div class="line_2">['interpret', 'read', 'explain', 'expound', 'translate', 'flap about']</div></div>	expound	ikˈspound	<div class="definitions"><div class="speechpart">Глагол</div><div class="line_1">present and explain (a theory or idea) systematically and in detail.</div><div class="line_2">he was expounding a powerful argument</div></div>	
459da9bb-ccb0-3457-33bb-086f0e99b8db	домашняя птица	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">домашняя птица</div><div class="line_2">['poultry', 'fowl', 'hen', 'barn-door fowl']</div><div class="line_1">живность</div><div class="line_2">['poultry', 'fowl']</div></div>	poultry	ˈpōltrē	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">domestic fowl, such as chickens, turkeys, ducks, and geese.</div></div>	
45df1b18-d110-4a56-b1fa-db760d56d9c7	нищий	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">нищий</div><div class="line_2">['pauper', 'mendicant']</div><div class="line_1">нищенский</div><div class="line_2">['beggarly', 'squalid', 'pauper', 'needy', 'mangy']</div><div class="speechpart">Имя Существительное</div><div class="line_1">нищий</div><div class="line_2">['beggar', 'pauper', 'mendicant', 'panhandler', 'Lazarus', 'lazar']</div><div class="line_1">бедняк</div><div class="line_2">['pauper', 'beggar', 'cracker', 'deadbeat', 'poor body', 'down-and-outer']</div><div class="line_1">живущий на пособие по бедности</div><div class="line_2">['pauper']</div></div>	pauper	ˈpôpər	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">a very poor person.</div><div class="line_2">he died a pauper</div></div>	
45ecc444-b070-bfd1-f535-04d4c091a11e	милосердие	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">милосердие</div><div class="line_2">['mercy', 'charity', 'grace', 'clemency', 'graciousness', 'mercifulness']</div><div class="line_1">снисходительность</div><div class="line_2">['condescension', 'indulgence', 'leniency', 'forbearance', 'lenience', 'clemency']</div><div class="line_1">мягкость</div><div class="line_2">['softness', 'gentleness', 'mildness', 'leniency', 'meekness', 'clemency']</div></div>	clemency	ˈklemənsē	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">mercy; lenience.</div><div class="line_2">an appeal for clemency</div></div>	
46de8669-7cd3-9497-aed0-913a8cf1978b	почтенный	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">почтенный</div><div class="line_2">['venerable', 'respectable', 'honorable', 'reverend', 'elderly', 'reputable']</div><div class="line_1">преподобный</div><div class="line_2">['reverend', 'venerable']</div><div class="line_1">маститый</div><div class="line_2">['venerable', 'veteran', 'vet']</div></div>	venerable	ˈven(ə)rəb(ə)l	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">accorded a great deal of respect, especially because of age, wisdom, or character.</div><div class="line_2">a venerable statesman</div></div>	
4940aeca-49de-b071-40dc-772375b3581c	ферма	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">балка</div><div class="line_2">['beam', 'balk', 'girder', 'joist', 'timber', 'rafter']</div><div class="line_1">ферма</div><div class="line_2">['farm', 'girder', 'ranch', 'homestead', 'framework', 'grange']</div><div class="line_1">брус</div><div class="line_2">['timber', 'bar', 'beam', 'cant', 'rod', 'girder']</div></div>	girder	ˈɡərdər	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">a large iron or steel beam or compound structure used for building bridges and the framework of large buildings.</div><div class="line_2">the tower is made of steel girders criss-crossed to make it stronger</div></div>	
4aad60fe-de74-a0c8-c801-c432cee378c2	безжалостный	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">неустанный</div><div class="line_2">['relentless', 'tireless']</div><div class="line_1">безжалостный</div><div class="line_2">['ruthless', 'merciless', 'relentless', 'pitiless', 'unrelenting', 'remorseless']</div><div class="line_1">беспощадный</div><div class="line_2">['merciless', 'ruthless', 'relentless', 'cutthroat', 'savage', 'unsparing']</div></div>	relentless	rəˈlen(t)ləs	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">oppressively constant; incessant.</div><div class="line_2">the relentless heat of the desert</div></div>	
4bc0d702-90a4-7d60-d839-e66d0eef5e59	наследники	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">наследник</div><div class="line_2">['heir', 'successor', 'inheritor', 'legatee', 'devisee', 'heritor']</div></div>	legatees	ˌleɡəˈtē	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">a person who receives a legacy.</div><div class="line_2">his sister Alice was his principal legatee</div></div>	
4cf7591b-778f-3b6d-63a3-9cc82685d81c	подтверждать	<div class="synonyms"><div class="speechpart">Глагол</div><div class="line_1">подтверждать</div><div class="line_2">['confirm', 'reaffirm', 'acknowledge', 'affirm', 'support', 'corroborate']</div><div class="line_1">подкреплять</div><div class="line_2">['reinforce', 'underpin', 'back', 'sustain', 'corroborate', 'confirm']</div></div>	corroborate	kəˈräbəˌrāt	<div class="definitions"><div class="speechpart">Глагол</div><div class="line_1">confirm or give support to (a statement, theory, or finding).</div><div class="line_2">the witness had corroborated the boy's account of the attack</div></div>	
4d3e3e32-ca74-e7fd-4932-b03dd9d4e40f	неуловимый	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">неуловимый</div><div class="line_2">['elusive', 'subtle', 'intangible', 'evasive', 'imponderable', 'vague']</div><div class="line_1">ускользающий</div><div class="line_2">['elusive']</div><div class="line_1">уклончивый</div><div class="line_2">['evasive', 'elusive', 'noncommittal', 'tortuous', 'indirect', 'circumlocutional']</div></div>	elusive	ēˈlo͞osiv	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">difficult to find, catch, or achieve.</div><div class="line_2">success will become ever more elusive</div></div>	
4d6337a3-f7d9-249a-24ad-42478d7c9ad7	обрезать	<div class="synonyms"><div class="speechpart">Глагол</div><div class="line_1">обрезать</div><div class="line_2">['crop', 'cut off', 'clip', 'prune', 'truncate', 'pare']</div><div class="line_1">усекать</div><div class="line_2">['truncate']</div><div class="line_1">урезать</div><div class="line_2">['cut', 'cut down', 'curtail', 'skimp', 'truncate', 'pare down']</div></div>	truncate	ˈtrəNGˌkāt	<div class="definitions"><div class="speechpart">Глагол</div><div class="line_1">shorten the duration or extent of.</div><div class="line_2">he was a sensational player whose career was truncated by injuries</div><div class="line_1">replace (an edge or an angle) by a plane, typically so as to make equal angles with the adjacent faces.</div><div class="speechpart">Имя Прилагательное</div><div class="line_1">(of a leaf, feather, or other part) ending abruptly as if cut off across the base or tip.</div></div>	
4dd9b958-7dbc-148e-376f-e5338dbf28c8	шпон	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">шпон</div><div class="line_2">['veneer', 'interline', 'slug', 'rule']</div><div class="line_1">внешний лоск</div><div class="line_2">['veneer']</div><div class="line_1">внешний налет</div><div class="line_2">['veneer', 'varnish']</div><div class="speechpart">Имя Прилагательное</div><div class="line_1">фанерный</div><div class="line_2">['veneer']</div><div class="speechpart">Глагол</div><div class="line_1">облицовывать</div><div class="line_2">['veneer', 'revet', 'coat', 'brick', 'face', 'line']</div><div class="line_1">покрывать тонким слоем</div><div class="line_2">['veneer', 'wash']</div><div class="line_1">придавать внешний лоск</div><div class="line_2">['veneer']</div></div>	veneer	vəˈnir	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">a thin decorative covering of fine wood applied to a coarser wood or other material.</div><div class="speechpart">Глагол</div><div class="line_1">cover (something) with a decorative layer of fine wood.</div><div class="line_2">factories employed cabinetmakers to veneer looking glasses</div></div>	
4e55a082-f9c8-81df-846f-5fbc962ce3b9	неректифицированный	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">неочищенный</div><div class="line_2">['crude', 'raw', 'unrefined', 'unpurified', 'unpeeled', 'unrectified']</div><div class="line_1">неисправленный</div><div class="line_2">['unimproved', 'unreformed', 'unreclaimed', 'unrectified']</div></div>	un-rectified			
4f0b5f65-ca46-8901-318a-d92e6265afd3	заслуженный	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">заслуженный</div><div class="line_2">['deserved', 'honored', 'distinguished', 'emeritus', 'veteran', 'just']</div><div class="speechpart">Имя Существительное</div><div class="line_1">заслуженный деятель в отставке</div><div class="line_2">['emeritus']</div></div>	emeritus	əˈmerədəs	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">(of the former holder of an office, especially a college professor) having retired but allowed to retain their title as an honor.</div><div class="line_2">emeritus professor of microbiology</div></div>	
4f68dbc0-4529-2f3c-fe73-03042a609f21	кожный жир	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">кожное сало</div><div class="line_2">['sebum']</div></div>	sebum	ˈsēbəm	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">an oily secretion of the sebaceous glands.</div></div>	
5062dac3-bca4-c57e-b0d7-3646ef178abe	кусочек	<div class="synonyms"><div class="speechpart">Глагол</div><div class="line_1">дробить</div><div class="line_2">['fraction', 'crush', 'divide', 'kibble', 'granulate', 'atomize']</div><div class="speechpart">Имя Существительное</div><div class="line_1">бадья</div><div class="line_2">['tub', 'bucket', 'kibble', 'pail', 'skip', 'bowk']</div></div>	kibble			
5178c2e9-ba5d-9024-6d22-26d57ced1b65	непрозрачный	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">непрозрачный</div><div class="line_2">['opaque', 'cloudy', 'dense', 'muddy', 'clouded']</div><div class="line_1">матовый</div><div class="line_2">['frosted', 'mat', 'opaque', 'matted', 'dim']</div><div class="line_1">светонепроницаемый</div><div class="line_2">['opaque', 'light-proof', 'light-tight']</div><div class="speechpart">Имя Существительное</div><div class="line_1">мрак</div><div class="line_2">['darkness', 'gloom', 'obscurity', 'night', 'murk', 'opaque']</div><div class="line_1">темнота</div><div class="line_2">['darkness', 'dark', 'blackness', 'night', 'obscurity', 'opaque']</div></div>	opaque	ōˈpāk	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">not able to be seen through; not transparent.</div><div class="line_2">the windows were opaque with steam</div><div class="speechpart">Имя Существительное</div><div class="line_1">an opaque thing or substance.</div></div>	
5349e8f6-0d7b-8d14-f1e8-7ce76ae4703a	откровенный	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">искренний</div><div class="line_2">['sincere', 'genuine', 'candid', 'heartfelt', 'honest', 'earnest']</div><div class="line_1">прямой</div><div class="line_2">['direct', 'right', 'straight', 'outright', 'straightforward', 'candid']</div><div class="line_1">беспристрастный</div><div class="line_2">['candid', 'impartial', 'unbiased', 'fair', 'dispassionate', 'equitable']</div></div>	candid	ˈkandəd	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">truthful and straightforward; frank.</div><div class="line_2">his responses were remarkably candid</div><div class="line_1">(of a photograph of a person) taken informally, especially without the subject's knowledge.</div><div class="line_2">it is better to let the photographer mingle among the guests and take candid shots</div></div>	
5396e73c-dd58-31bd-3559-68db49b59256	неприкосновенен	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">нерушимый</div><div class="line_2">['inviolable', 'indestructible', 'indissoluble', 'imperishable', 'ironclad', 'irreversible']</div><div class="line_1">неприкосновенный</div><div class="line_2">['inviolable', 'untouchable', 'sacred', 'sacrosanct', 'immune']</div></div>	inviolable	inˈvīələbəl	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">never to be broken, infringed, or dishonored.</div><div class="line_2">an inviolable rule of chastity</div></div>	
53f86d70-4027-9b06-b5be-6a0b1d900222	вялый	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">вялый</div><div class="line_2">['sluggish', 'slack', 'flaccid', 'languid', 'listless', 'lackadaisical']</div><div class="line_1">апатичный</div><div class="line_2">['apathetic', 'lethargic', 'listless', 'languid', 'lackadaisical', 'apathetical']</div><div class="line_1">томный</div><div class="line_2">['languid', 'languorous', 'languishing', 'lackadaisical', 'die-away']</div></div>	lackadaisical	ˌlakəˈdāzək(ə)l	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">lacking enthusiasm and determination; carelessly lazy.</div><div class="line_2">a lackadaisical defense left the Spurs adrift in the second half</div></div>	
543334cc-2963-bc33-f106-7997429fc74c	незначительно	<div class="synonyms"><div class="speechpart">Наречие</div><div class="line_1">минимально</div><div class="line_2">['marginally']</div><div class="line_1">косвенно</div><div class="line_2">['indirectly', 'by implication', 'obliquely', 'marginally', 'intermediately', 'by interaction']</div></div>	marginally	ˈmärjənəlē	<div class="definitions"><div class="speechpart">Наречие</div><div class="line_1">to only a limited extent; slightly.</div><div class="line_2">inflation is predicted to drop marginally</div></div>	
544107b0-62d7-fe27-aa08-b37d73f3701e	уместно	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">уместный</div><div class="line_2">['relevant', 'pertinent', 'opportune', 'apt', 'germane', 'apposite']</div><div class="line_1">подходящий</div><div class="line_2">['suitable', 'appropriate', 'right', 'suited', 'fitting', 'apposite']</div><div class="line_1">удачный</div><div class="line_2">['successful', 'fortunate', 'lucky', 'felicitous', 'happy', 'apposite']</div></div>	apposite	ˈapəzət	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">apt in the circumstances or in relation to something.</div><div class="line_2">an apposite quotation</div></div>	
54c2f8c4-b0f3-921d-b50e-cb380d538caa	добрый	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">доброкачественный</div><div class="line_2">['benign', 'good', 'sound', 'innocent', 'benignant', 'of good quality']</div><div class="line_1">мягкий</div><div class="line_2">['soft', 'mild', 'gentle', 'benign', 'bland', 'tender']</div><div class="line_1">неопасный</div><div class="line_2">['benign']</div></div>	benign	bəˈnīn	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">gentle and kindly.</div><div class="line_2">his benign but firm manner</div><div class="line_1">(of a disease) not harmful in effect.</div><div class="line_2">a benign condition</div></div>	
54d19bd4-34a8-e141-39e3-b4151b828806	количественный	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">количественный</div><div class="line_2">['quantitative', 'cardinal']</div></div>	quantitative	ˈkwän(t)əˌtādiv	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">relating to, measuring, or measured by the quantity of something rather than its quality.</div><div class="line_2">quantitative analysis</div></div>	
55302edf-3c3d-bd12-3bd5-2063878b036c	целительный	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">благотворный</div><div class="line_2">['beneficial', 'salutary', 'beneficent', 'wholesome', 'benign', 'benignant']</div><div class="line_1">целительный</div><div class="line_2">['healing', 'curative', 'salutary', 'salubrious', 'beneficial', 'balmy']</div><div class="line_1">полезный</div><div class="line_2">['useful', 'utility', 'helpful', 'beneficial', 'good', 'salutary']</div></div>	salutary	ˈsalyəˌterē	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">(especially with reference to something unwelcome or unpleasant) producing good effects; beneficial.</div><div class="line_2">a salutary reminder of where we came from</div></div>	
556dbd0f-ec38-e17b-8dcf-3807e8b035a2	печальный	<div class="synonyms"><div class="speechpart">Имя Прилагательное</div><div class="line_1">печальный</div><div class="line_2">['sad', 'sorrowful', 'deplorable', 'mournful', 'dismal', 'grievous']</div><div class="line_1">тяжелый</div><div class="line_2">['heavy', 'hard', 'severe', 'difficult', 'grave', 'grievous']</div><div class="line_1">прискорбный</div><div class="line_2">['deplorable', 'regrettable', 'grievous', 'lamentable', 'tragic', 'sorrowful']</div></div>	grievous	ˈɡrēvəs	<div class="definitions"><div class="speechpart">Имя Прилагательное</div><div class="line_1">(of something bad) very severe or serious.</div><div class="line_2">his death was a grievous blow</div></div>	
56b0d1c7-1d56-be34-0ebc-76b85a454b91	серапе	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">мексиканская шаль</div><div class="line_2">['serape']</div></div>	serape	səˈräpē	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">a shawl or blanket worn as a cloak in Latin America.</div></div>	
5707f2e9-ebce-5293-d7a1-d8292a04e51a	пренебрегали	<div class="synonyms"><div class="speechpart">Глагол</div><div class="line_1">попирать</div><div class="line_2">['trample', 'violate', 'tread down', 'trample on', 'flout', 'override']</div><div class="line_1">пренебрегать</div><div class="line_2">['neglect', 'flout', 'disregard', 'ignore', 'disdain', 'defy']</div><div class="line_1">презирать</div><div class="line_2">['despise', 'scorn', 'look down', 'disdain', 'flout', 'contemn']</div></div>	flouted	flout	<div class="definitions"><div class="speechpart">Глагол</div><div class="line_1">openly disregard (a rule, law or convention).</div><div class="line_2">these same companies still flout basic ethical practices</div></div>	
57d89371-6ed5-438b-0552-0aa69935f5d1	впадина	<div class="synonyms"><div class="speechpart">Имя Существительное</div><div class="line_1">впадина</div><div class="line_2">['cavity', 'depression', 'hollow', 'trough', 'valley', 'dent']</div><div class="line_1">корыто</div><div class="line_2">['trough', 'washtub', 'pan', 'tray', 'hod', 'dolly-tub']</div><div class="line_1">желоб</div><div class="line_2">['chute', 'trough', 'gutter', 'channel', 'tray', 'flume']</div><div class="speechpart">Имя Прилагательное</div><div class="line_1">швеллерный</div><div class="line_2">['trough']</div></div>	trough	trôf	<div class="definitions"><div class="speechpart">Имя Существительное</div><div class="line_1">a long, narrow open container for animals to eat or drink out of.</div><div class="line_2">a water trough</div></div>	
